eventType,comments
Loss circulation,diluted and built <number> bbl's <number>ppg mud and displaced ck and booster lines flushed ck manifold 
Loss circulation,prepared viscous drill water for dilution of mud weight
Loss circulation,pumped <number>ppg mud down string and took returns back to pits adding viscous drill water to dilute to <number>ppg 
Loss circulation,closedxxunitinmud system once mud returned at <number>ppg prepared and filled pits for drilling filled sandtraps
Loss circulation,flow checked well  ok 
Other,performed pump efficiency test pumped <number>bbl's from one pit into another at <number>gpm <number>psi rig floor console
Other,washed down from <number>m to <number>m <number>gpm mwd reading cleaned out rat hole and pumped hivis 
Other,drilled <number> pilot hole from <number>m to <number>m pumped hivis before every connection and circulated  <number>m 
Other,flow checked pumped <number>bbl's hivis and circulated into annulus 
Other,precautionary pumped ooh from <number>m to <number>m between <number>m and <number>m observed <number>k overpull and rotary 
Stuck Pipe,make up cement stand and attempt to wash down  pack off at <number>m with <number>bpm  <number>psi no returns
Other,racked cement stand and worked string from <number>m to <number>m with up to <number>klbs hookload reestablished 
Other, picked up singles and washed down from <number>m to <number>m with <number>bpm <number>psi no further packoffs
Other, circulated with hanger above bops to clean annulus prior to making up cement stand again
Other,pooh from <number>m to <number>m and laid out both singles of dp
Other,made up cement stand again and washed from <number>m to <number>m with <number>bpm  <number>psi slow progress from <number>m
Other,circulated while rigging up for cement job  <number>bpm <number>psi  full returns thoughout
Other,<number> cement job
Other,continued <number> cement job switched to rig pumps and displace with further <number>bbls observed bottom plug 
Other,set seal assembly with <number>rh turns observed string drop <number> energised seal with <number>psi against the lower annular
Other,pressure tested bops to <number>psi <number>mins as per transocean procedures
Other,released running tool from hanger with <number> right hand rotations
Other,pooh with casing hanger running tool from <number>m to <number>m experienced up to <number>klbs drag when running tool
Other,changed from <number> to <number> saver sub
Other,made up jetting assembly and wear bushing running tool from surface to <number>m
Kick,observed flow with rov circulated until unable to see flow on sonar flowchecked  well static
Other,drilled <number> hole from <number>m to <number>m pumped <number> x <number>bbl hivis sweeps per stand and took surveys on connections
Other,drilled <number> hole from <number>m to <number>m pumped <number> x <number>bbl hivis sweeps per stand drilled with <number>ppg pump and 
Other,pumped out of hole from <number>m to <number>m with <number>ppg occasional drags up to <number>klbs from <number>m to <number>m 
Other,unjayed and released dat tool no overpull pumped out of hole from <number>m to <number>m jetted wellhead area
Other,pooh from <number>m to <number>m bullseye <number>¡ã pilot hole and main well static
Other,rigged up to run <number> casing 
Other,picked up shoe joint and confirmed float operational ran <number> casing from surface to <number>m 
Other,loose hose fitting on auxiliary well hydroracker pue's fixed and confirmed operational 
Other,continued running <number> casing from <number>m to <number>m filled each joint with seawater run <number> shoe joint <number> joints 
Other,changed out <number> handling equipment for <number> dp made up <number> hp wellhead housing nsp installed
Other,changed out pue and lower gripper head on auxiliary hydroracker
Other,rih <number> inner string through <number> casing from surface to <number>m <number>m above shoe 
Other,rih on <number> landing string from <number>m to <number>m
Other,washed casing down with <number>ppg mud at <number>gpm made up cement stand and washed down to <number>m 
Kick,made up bha <number> and rih to shoe at <number>m flow checked and confirmed gain of <number>bbl'shr 
Other,aux well hydroracker collided with tds no injured personnel dpxxunitinslips tds retracted and ascending 
Kick,closed annular and displaced riser to <number>ppg mud at <number>gpm
Kick,flow checked well  static displaced choke and kill lines to <number>ppg 
Kick,rih from <number>m to <number>m precautionary washed from <number>m tripping procedure changed due to potential 
Kick,displaced well to <number>ppg mud increased flow ratexxunitin<number>gpm increments confirmed able to circulate at <number>gpm 
Kick,pooh from <number>m to surface broke off bit
Other,rigged up for wireline logging tied off hosesxxunitinderrick
Other,made up w'line run <number>  ppcssppcecs and rih to <number>m
Other,continued rih from <number>m to loggers hold up depth of <number>m logged ooh to <number>m gained  <number> bbl'shr
Other,made up w'line run <number>  cmrxpt and rih to loggers td <number>m logged ooh to <number>m performed 
Other,rih with cmr xpt and performed correlation log commenced logging with xpt tool <number> points taken <number> lost seal 
Other,rigged down slb w'line removed sheave from tds untied hosesxxunitinderrick 
Other,troubleshoot and investigate previous acs problem with nov personnel 
Other,make up bha  <number> and rih to <number>m 
Loss circulation,observed losses while drilling at <number>m  <number>bbl'shr picked up and stopped drilling flow checked well <number>bb'shr 
Loss circulation,continued to monitor losses allowed fluid levelxxunitinriser to drop  <number>ft level appeared static refilled riser via 
Loss circulation,pooh from <number>m to <number>m no hole problems filled hole with tt every third stand flow checked well and 
Loss circulation,closed rams and displaced ck lines to <number>ppg displaced riser via booster line to <number>ppg <number>gpm
Loss circulation,rih from <number>m to <number>m no problems passing into new hole 
Loss circulation,filled string and broke circulation increased pump rate to <number>gpm observed losses of <number>bblhr flowchecked 
Loss circulation,continued circulating and confirmed mud weight <number>ppgxxunitin out increased circulating parametersxxunitin<number>  <number>gpm
Other,took scr's washed from <number>m to <number>m 
Other,drilled <number> hole <number>m to <number>m restricted rop to control ecd ecd <number>  <number>ppge
Other,drilled <number> hole from <number>m to <number>m restricted rop to control ecd ecd <number>  <number>ppge
Kick,picked up off bottom and observed flow well appeared to be flowing at <number>bbl'shr flow very consistent no 
Kick,prepared <number>ppg mud while boosting riser with <number>ppg mud max gas  <number>%
Kick,monitored well on tt via choke line  initial flow back very fast <number> bbl'shr trend reduced to <number> bbl'shr 
Kick,pooh out of heavy slug from <number>m to <number>m no hole problems gained <number> bbl's
Kick,circulated dp volume to <number>ppg mud 
Kick,pooh from <number>m to <number>m no hole problems
Kick,flow checked <number> bbl'shr gain 
Kick,circulated well to <number>ppg mud <number>gpm no significant losses max gas from <number>m <number>%
Kick,flow checked well and confirmed well flowing at <number>bbl's  hr
Kick,rih from <number>m to <number>m 
Kick,flow checked well  static 
Kick,pumped ooh from <number>m to <number>m <number>ppg mud <number>gpm
Kick,flow checked well and confirmed well flowing at <number>bbl's  hr gained <number> bbl's
Kick,rih from <number>m to <number>m gained <number> bbl's
Kick,pumped <number>bbl's <number>ppg <number>m and balanced with <number>bbl's <number>ppg mud while pumping mud lost total of  <number>bbl's 
Other,flow checked and observed tt lose <number>bbl'sxxunitin<number>mins allowed fluid levelxxunitinriser to drop  <number>m refilled riser via 
Other,flow checked well <number>bbl'shr loss
Other,pumped slug and commenced pooh to <number>m observed hole not taking correct volume swabbing inside casing 
Other,flow checked  initially gaining <number>bbl'shr and reducing to stable condition  
Other,continued to pump ooh from <number>m to <number>m tt still not taking correct fill whilexxunitincasing and riser 
Kick,observed slight increasexxunitinactive volume flowchecked  well flowing monitored and confirmed 
Kick,opened lower annular and displaced well to <number>ppg mud <number>% bottoms up gas using ecd to control well
Kick,flowchecked static
Other,drilled <number> hole from <number>m to <number>m background gas <number>% no connection gas wiped stands once took 
Kick,flowchecked drilling break  well flowing <number>bblsxxunitin<number>mins
Kick,circulated bottoms up bottoms up gas <number>% background gas <number>% no gainxxunitinactive volume
Other,drilled <number> hole from <number>m to <number>m background gas <number>% connection gas <number>% wiped stands once took 
Kick,observed gainxxunitinactive pit volume flowchecked  <number>bbls gainxxunitin<number>mins shutxxunitinwell on lower annular
Kick,circulated out influx through choke with <number>ppg mud keeping wellbore pressure constant at <number>psi 
Kick,flowchecked via choke to mini triptank  <number>bbls gainxxunitin<number>mins wellbore pressure <number>psi
Kick,circulated out influx and killed well with <number>ppg mud kept wellbore pressure constant at <number>psi while  
Kick,flowchecked well through riser bypassing closed upper pipe rams via middleupper choke inlets well static
Kick,circulated bottoms up max gas <number>% background gas <number>% <number>ppg ecd with <number>gpm no losses
